"company" "tikr" "price" "country" "mrkt"
"Duke Energy Corp." "DUK" 104.48 "US" "XNYS"
"Connect Biopharma Holdings Ltd." "CNTB" 4.6 NA NA
"Coursera Inc" "COUR" 23.22 "US" "XNYS"
"Cummins, Inc." "CMI" 234.44 "CA" NA
"Convey Health Solutions Holdings, Inc." "CNVY" 7.57 "US" "XNYS"
"Ennis, Inc." "EBF" 19.34 "US" "XNYS"
"Embraer SA" "ERJ" 17.03 "US" "XNYS"
"Donnelley Financial Solutions, Inc." "DFIN" 39.52 "US" "XNYS"
"CME Group, Inc." "CME" 225.06 "CA" NA
"CytomX Therapeutics, Inc." "CTMX" 3.9 "US" "XNAS"
"Diebold Nixdorf, Inc." "DBD" 9.73 "US" "XNYS"
"Edesa Biotech, Inc." "EDSA" 5.38 "US" "XNAS"
"CrowdStrike Holdings, Inc." "CRWD" 188.99 "US" "XNAS"
"Clearside Biomedical, Inc." "CLSD" 2.53 "US" "XNAS"
"Engine Gaming and Media Inc" "GAME" 3.01 "CA" NA
"Clear Secure, Inc." "YOU" 26.17 "LN" NA
"CryoLife, Inc." "CRY" 20.36 "CA" NA
"Dynatrace, Inc." "DT" 54.06 "US" "XNYS"
"DermTech, Inc." "DMTK" 15.15 "US" "XNAS"
"Ekso Bionics Holdings, Inc." "EKSO" 2.67 "US" "XNAS"
"Cyclo Therapeutics, Inc." "CYTH" 4.27 "US" "XNAS"
"CyberOptics Corp." "CYBE" 40.58 "US" "XNAS"
"Enochian Biosciences, Inc." "ENOB" 6.62 "US" "XNAS"
"Eni SpA" "E" 29.18 "CA" NA
"eHealth, Inc." "EHTH" 24.39 "US" "XNAS"
"Coty, Inc." "COTY" 10.02 "US" "XNYS"
"Clipper Realty, Inc." "CLPR" 9.81 "US" "XNYS"
"Elevation Oncology, Inc." "ELEV" 5.99 "US" "XNAS"
"CNFinance Holdings Ltd." "CNF" 4.35 "US" "XNYS"
"Companhia Energética de Minas Gerais SA" "CIG/C" 3.08 NA NA
"Domo, Inc." "DOMO" 44.5 "US" "XNAS"
"Cue Biopharma, Inc." "CUE" 10.54 "AU" NA
"Comstock Resources, Inc." "CRK" 8.56 "US" "XNYS"
"CLPS, Inc." "CLPS" 2.03 "US" "XNAS"
"Electromed, Inc." "ELMD" 12.75 "US" "XASE"
"Construction Partners, Inc." "ROAD" 28.6 "US" "XNAS"
"Cohen & Steers, Inc. (New York)" "CNS" 90.93 "LN" NA
"CohBar, Inc." "CWBR" 0.4 "US" "XNAS"
"Columbia Sportswear Co." "COLM" 94.29 "US" "XNAS"
"Cisco Systems, Inc." "CSCO" 61.15 "US" "XNAS"
"CKX Lands, Inc." "CKX" 11.55 "US" "XASE"
"Digital Brands Group, Inc." "DBGI" 2.3 "US" "XNAS"
"Cleveland-Cliffs, Inc." "CLF" 23.36 "AU" NA
"Dominion Energy, Inc." "D" 80.2 "US" "XNYS"
"EnPro Industries, Inc." "NPO" 114.68 "US" "XNYS"
"Eagle Bancorp Montana, Inc." "EBMT" 23.01 "US" "XNAS"
"Donegal Group, Inc." "DGICA" 14.84 "US" "XNAS"
"CynergisTek, Inc." "CTEK" 1.44 "US" "XASE"
"Confluent, Inc." "CFLT" 67.09 NA NA
"Co-Diagnostics, Inc." "CODX" 9.29 "US" "XNAS"
"Encore Capital Group, Inc." "ECPG" 60.02 "US" "XNAS"
"Elastic NV" "ESTC" 108.22 "US" "XNYS"
"Crawford & Co." "CRD/B" 7.97 NA NA
"Coherus BioSciences, Inc." "CHRS" 14.72 "US" "XNAS"
"Collegium Pharmaceutical, Inc." "COLL" 19.24 "US" "XNAS"
"Coca-Cola FEMSA SAB de CV" "KOF" 53.8 "US" "XNYS"
"Doximity, Inc." "DOCS" 47.63 "LN" NA
"Clarus Corp." "CLAR" 25.48 "CA" NA
"Cullinan Oncology, Inc." "CGEM" 14.75 "US" "XNAS"
"Deciphera Pharmaceuticals, Inc." "DCPH" 8.93 "US" "XNAS"
"Community Health Systems, Inc." "CYH" 12.05 "US" "XNYS"
"Easterly Government Properties, Inc." "DEA" 23.05 "US" "XNYS"
"Covenant Logistics Group, Inc." "CVLG" 22.5 "US" "XNAS"
"Ellomay Capital Ltd." "ELLO" 28.78 "US" "XASE"
"ContraFect Corp." "CFRX" 2.53 "US" "XNAS"
"Denny's Corp." "DENN" 15.86 "US" "XNAS"
"Controladora Vuela Compañía de Aviación SAB de CV" "VLRS" 18.54 "US" "XNYS"
"Cognyte Software Ltd." "CGNT" 14.32 "US" "XNAS"
"Cognex Corp." "CGNX" 71.48 "US" "XNAS"
"Daily Journal Corp." "DJCO" 377.2 "US" "XNAS"
"Digital Turbine, Inc." "APPS" 52.41 "US" "XNAS"
"Cuentas, Inc." "CUEN" 1.24 "US" "XNAS"
"ConocoPhillips" "COP" 80.62 "CA" NA
"Eagle Bancorp, Inc. (Maryland)" "EGBN" 62.78 "US" "XNAS"
"CTI BioPharma Corp." "CTIC" 2.24 "US" "XNAS"
"Eargo, Inc." "EAR" 6.34 "AU" NA
"Dynavax Technologies Corp." "DVAX" 13.52 "US" "XNAS"
"Cushman & Wakefield Plc" "CWK" 21.71 "LN" NA
"CSG Systems International, Inc." "CSGS" 58.33 "US" "XNAS"
"Crawford & Co." "CRD/A" 7.89 NA NA
"Devon Energy Corp." "DVN" 48.89 "AU" NA
"Cohu, Inc." "COHU" 35.9 "US" "XNAS"
"Concert Pharmaceuticals, Inc." "CNCE" 3.12 "US" "XNAS"
"Elanco Animal Health, Inc." "ELAN" 27.05 "US" "XNYS"
"Clearwater Paper Corp." "CLW" 36.82 "AU" NA
"Edwards Lifesciences Corp." "EW" 122.33 "CA" NA
"DISH Network Corp." "DISH" 34.38 "LN" NA
"Cloopen Group Holding Ltd." "RAAS" 2.48 "US" "XNYS"
"Delta Apparel, Inc." "DLA" 29.64 "US" "XASE"
"Digital Ally, Inc." "DGLY" 1.06 "US" "XNAS"
"CONMED Corp." "CNMD" 143.06 "US" "XNYS"
"CRH Plc" "CRH" 52.97 "LN" NA
"Edgewise Therapeutics, Inc." "EWTX" 17.56 "US" "XNAS"
"Ensysce Biosciences, Inc." "ENSC" 3.98 NA NA
"Core Laboratories NV" "CLB" 26.18 "AU" NA
"Cumulus Media, Inc." "CMLS" 10.75 "US" "XNAS"
"Continental Resources, Inc." "CLR" 49.43 "AU" NA
"Elevate Credit, Inc." "ELVT" 2.98 "US" "XNYS"
"DTE Energy Co." "DTE" 119.68 "AU" NA
"Dynatronics Corp." "DYNT" 1.04 "US" "XNAS"
"Coeur Mining, Inc." "CDE" 4.85 "US" "XNYS"
"Corbus Pharmaceuticals Holdings, Inc." "CRBP" 0.56 "US" "XNAS"
"Code Chain New Continent Ltd." "CCNC" 0.98 "US" "XNAS"
"Covetrus, Inc." "CVET" 17.75 "US" "XNAS"
"ConforMIS, Inc." "CFMS" 0.7 "US" "XNAS"
"Clean Harbors, Inc." "CLH" 95.79 "AU" NA
"Ecolab, Inc." "ECL" 229.92 "AU" NA
"Denali Therapeutics, Inc." "DNLI" 41.6 "US" "XNAS"
"Entegris, Inc." "ENTG" 132.03 "CA" NA
"Datasea, Inc." "DTSS" 1.39 "US" "XNAS"
"DaVita, Inc." "DVA" 111.56 "AU" NA
"ECMOHO Ltd." "MOHO" 0.39 "US" "XNAS"
"Cogent Biosciences, Inc." "COGT" 8.32 "US" "XNAS"
"EHang Holdings Ltd." "EH" 15.41 "US" "XNAS"
"Cullman Bancorp, Inc." "CULL" 12.39 "US" "XNAS"
"Eagle Pharmaceuticals, Inc." "EGRX" 50.72 "US" "XNAS"
"Computer Programs & Systems, Inc." "CPSI" 29.01 "US" "XNAS"
"Endava Plc" "DAVA" 129.29 "US" "XNYS"
"Datadog, Inc." "DDOG" 143.88 "US" "XNAS"
"Datto Holding Corp." "MSP" 24.99 "AU" NA
"Enlivex Therapeutics Ltd." "ENLV" 6.02 "US" "XNAS"
"CryoPort, Inc." "CYRX" 45.13 "US" "XNAS"
"Colgate-Palmolive Co." "CL" 84.44 "CA" NA
"Eastern Bankshares, Inc." "EBC" 21.63 "US" "XNAS"
"Enova International, Inc." "ENVA" 41.35 "US" "XNYS"
"Concord Medical Services Holding Ltd." "CCM" 1.95 "CA" NA
"Eastside Distilling, Inc." "EAST" 1.64 "CA" NA
"Entera Bio Ltd." "ENTX" 2.84 "US" "XNAS"
"CNS Pharmaceuticals, Inc." "CNSP" 0.74 "US" "XNAS"
"Duke Realty Corp." "DRE" 60.22 "AU" NA
"JinkoSolar Holding Co., Ltd." "JKS" 44.64 "US" "XNYS"
"Independence Realty Trust, Inc." "IRT" 23.76 "US" "XNYS"
"National Vision Holdings, Inc." "EYE" 42.98 "LN" NA
"Nasdaq, Inc." "NDAQ" 193.5 "US" "XNAS"
"Myriad Genetics, Inc." "MYGN" 24.96 "US" "XNAS"
"Kingsoft Cloud Holdings Ltd." "KC" 13.48 "CA" NA
"LAIX, Inc." "LAIX" 0.58 "US" "XNYS"
"New Jersey Resources Corp." "NJR" 40.04 "US" "XNYS"
"L3Harris Technologies, Inc." "LHX" 219.85 "US" "XNYS"
"InterContinental Hotels Group Plc" "IHG" 68.31 "LN" NA
"MEDIROM Healthcare Technologies, Inc." "MRM" 6.2 "AU" NA
"Invesco Mortgage Capital, Inc." "IVR" 2.99 "AU" NA
"Lixte Biotechnology Holdings, Inc." "LIXT" 2.14 "US" "XNAS"
"Monolithic Power Systems, Inc." "MPWR" 444.47 "US" "XNAS"
"JanOne, Inc." "JAN" 3.71 "LN" NA
"Leggett & Platt, Inc." "LEG" 41.97 "AU" NA
"NexPoint Real Estate Finance, Inc." "NREF" 19.72 "US" "XNYS"
"KB Home" "KBH" 39.75 "US" "XNYS"
"M.D.C. Holdings, Inc." "MDC" 51.16 "LN" NA
"Lions Gate Entertainment Corp." "LGF/B" 16.04 NA NA
"JBG SMITH Properties" "JBGS" 30.76 "US" "XNYS"
"Inventiva SA" "IVA" 13.78 "AU" NA
"Mohawk Industries, Inc." "MHK" 176.65 "AU" NA
"Maravai Lifesciences Holdings, Inc." "MRVI" 33.4 "US" "XNAS"
"Inovio Pharmaceuticals, Inc." "INO" 4.62 "US" "XNAS"
"MicroStrategy, Inc." "MSTR" 483.6 "US" "XNAS"
"Kennametal, Inc." "KMT" 37 "AU" NA
"MKS Instruments, Inc." "MKSI" 168.97 "US" "XNAS"
"Midatech Pharma Plc" "MTP" 1.22 "US" "XNAS"
"International Game Technology Plc" "IGT" 28.99 "US" "XNYS"
"Marathon Digital Holdings, Inc." "MARA" 28.48 "US" "XNAS"
"LiveOne Inc" "LVO" 1.02 NA NA
"Interpublic Group of Cos., Inc." "IPG" 37.55 "CA" NA
"Nano Dimension Ltd." "NNDM" 3.81 "US" "XNAS"
"Iterum Therapeutics Plc" "ITRM" 0.41 "US" "XNAS"
"Match Group, Inc." "MTCH" 125.34 "US" "XNAS"
"Motorola Solutions, Inc." "MSI" 252.39 "LN" NA
"Mesa Air Group, Inc." "MESA" 5.67 "US" "XNAS"
"Nemaura Medical, Inc." "NMRD" 4.66 "US" "XNAS"
"iRobot Corp." "IRBT" 66.53 "US" "XNAS"
"Mizuho Financial Group, Inc." "MFG" 2.69 "AU" NA
"MICT, Inc." "MICT" 0.83 "US" "XNAS"
"Lexicon Pharmaceuticals, Inc." "LXRX" 3.53 "US" "XNAS"
"Lakeland Industries, Inc." "LAKE" 21.9 "US" "XNAS"
"Keysight Technologies, Inc." "KEYS" 187.99 "LN" NA
"MultiPlan Corp." "MPLN" 4.02 "US" "XNYS"
"Intel Corp." "INTC" 53.42 "US" "XNAS"
"Maxar Technologies, Inc." "MAXR" 29.68 "CA" NA
"InMed Pharmaceuticals, Inc." "INM" 1.26 "AU" NA
"Monster Beverage Corp." "MNST" 94.06 "US" "XNAS"
"Immunocore Holdings Plc" "IMCR" 28.8 NA NA
"Largo, Inc." "LGO" 10.43 "AU" NA
"ImmunityBio, Inc." "IBRX" 6.27 NA NA
"India Globalization Capital, Inc." "IGC" 1 "LN" NA
"Kimberly-Clark Corp." "KMB" 143.7 "US" "XNYS"
"Nexa Resources SA" "NEXA" 8.53 "CA" NA
"Las Vegas Sands Corp." "LVS" 37.91 "US" "XNYS"
"IM Cannabis Corp." "IMCC" 3.01 "CA" NA
"MasTec, Inc." "MTZ" 93.94 "US" "XNYS"
"Juniper Networks, Inc." "JNPR" 34.24 "US" "XNYS"
"Inspira Technologies Oxy B.H.N. Ltd." "IINN" 3.73 "US" "XNAS"
"Liberty Global Plc" "LBTYA" 27.53 "US" "XNAS"
"Kubient, Inc." "KBNT" 2.78 "US" "XNAS"
"Kandi Technologies Group, Inc." "KNDI" 3.39 "US" "XNAS"
"Lithium Americas Corp." "LAC" 27.81 "CA" NA
"Mitsubishi UFJ Financial Group, Inc." "MUFG" 5.96 "US" "XNYS"
"Marriott Vacations Worldwide Corp." "VAC" 172.04 "US" "XNYS"
"MGM Resorts International" "MGM" 44.53 "AU" NA
"Iris Energy Ltd" "IREN" 12.02 NA NA
"MBIA, Inc." "MBI" 15.31 "CA" NA
"NexGen Energy Ltd." "NXE" 4.65 "AU" NA
"ImmunoGen, Inc." "IMGN" 6.98 "US" "XNAS"
"Lemonade, Inc." "LMND" 37.04 "US" "XNYS"
"Meritor, Inc." "MTOR" 26.17 "US" "XNYS"
"MetLife, Inc." "MET" 67.25 "NZ" NA
"InflaRx NV" "IFRX" 3.91 "US" "XNAS"
"National Health Investors, Inc." "NHI" 60.97 "US" "XNYS"
"iSun, Inc." "ISUN" 5.3 "US" "XNAS"
"Kala Pharmaceuticals, Inc." "KALA" 1.09 "US" "XNAS"
"LiveRamp Holdings, Inc." "RAMP" 45.85 "US" "XNYS"
"MEI Pharma, Inc." "MEIP" 2.61 "US" "XNAS"
"Micro Focus International Plc" "MFGP" 5.64 "US" "XNYS"
"Intercontinental Exchange, Inc." "ICE" 133.23 "AU" NA
"McAfee Corp." "MCFE" 25.75 "US" "XNAS"
"Magnolia Oil & Gas Corp." "MGY" 19.9 "US" "XNYS"
"Magic Software Enterprises Ltd." "MGIC" 20.49 "US" "XNAS"
"Limelight Networks, Inc." "LLNW" 3.56 "US" "XNAS"
"Ladder Capital Corp." "LADR" 12.19 "US" "XNYS"
"Mitek Systems, Inc." "MITK" 16.36 "US" "XNAS"
"Knowles Corp." "KN" 23.27 "US" "XNYS"
"Levi Strauss & Co." "LEVI" 23.29 "US" "XNYS"
"Mattel, Inc." "MAT" 22.25 "AU" NA
"Netflix, Inc." "NFLX" 541.06 "US" "XNAS"
"Nielsen Holdings Plc" "NLSN" 20.99 "US" "XNYS"
"Nicholas Financial, Inc." "NICK" 11.79 "US" "XNAS"
"Muscle Maker, Inc." "GRIL" 0.65 "US" "XNAS"
"LPL Financial Holdings, Inc." "LPLA" 177.43 "US" "XNAS"
"Jupiter Wellness, Inc." "JUPW" 0.84 "US" "XNAS"
"News Corp." "NWS" 22.69 "AU" NA
"Kelso Technologies, Inc." "KIQ" 0.45 "US" "XASE"
"Jefferies Financial Group, Inc." "JEF" 40.37 "US" "XNYS"
"NiSource, Inc." "NI" 27.86 "CA" NA
"Kimball International, Inc." "KBAL" 10.48 "US" "XNAS"
"NetSTREIT Corp." "NTST" 23.11 "US" "XNYS"
"Kaixin Auto Holdings" "KXIN" 1.1 "US" "XNAS"
"Industrial Logistics Properties Trust" "ILPT" 25.25 "US" "XNAS"
"ION Geophysical Corp." "IO" 0.88 "CA" NA
"National Beverage Corp." "FIZZ" 44.78 "US" "XNAS"
"Missfresh Ltd." "MF" 4.68 "US" "XNAS"
"Lumen Technologies, Inc. (Louisiana)" "LUMN" 13.77 "US" "XNYS"
"IRSA Inversiones y Representaciones SA" "IRS" 4.01 "US" "XNYS"
"Liquidity Services, Inc." "LQDT" 21.46 "US" "XNAS"
"Nikola Corporation" "NKLA" 10.62 "US" "XNAS"
"Leidos Holdings, Inc." "LDOS" 91.53 "US" "XNYS"
"Monopar Therapeutics, Inc." "MNPR" 3.6 "US" "XNAS"
"Leslie's, Inc." "LESL" 22.31 "US" "XNAS"
"NMI Holdings, Inc." "NMIH" 23.96 "US" "XNAS"
"IMAC Holdings, Inc." "IMAC" 1.42 "US" "XNAS"
"MediGus Ltd." "MDGS" 1.14 "US" "XNAS"
"Kadmon Holdings, Inc." "KDMN" 0 "US" "XNAS"
"Jacobs Engineering Group, Inc." "J" 137.19 "CA" NA
"My Size, Inc." "MYSZ" 0.48 "US" "XNAS"
"Iovance Biotherapeutics, Inc." "IOVA" 16.26 "US" "XNAS"
"Medalist Diversified REIT, Inc." "MDRR" 1.04 "US" "XNAS"
"Lumentum Holdings, Inc." "LITE" 105.3 "US" "XNAS"
"JD.com, Inc." "JD" 68.26 "LN" NA
"Morgan Stanley" "MS" 104.03 "US" "XNYS"
"Meridian Bioscience, Inc." "VIVO" 20.5 "CA" NA
"IZEA Worldwide, Inc." "IZEA" 1.21 "US" "XNAS"
"Kuke Music Holding Ltd." "KUKE" 4 "US" "XNYS"
"Senstar Technologies Ltd" "SNT" 2.68 "LN" NA
"Intellia Therapeutics, Inc." "NTLA" 105.77 "US" "XNAS"
"Manhattan Bridge Capital, Inc." "LOAN" 5.79 "CA" NA
"MEDNAX, Inc." "MD" 26.54 "CA" NA
"Jianpu Technology, Inc." "JT" 1.18 "US" "XNYS"
"Nanobiotix SA" "NBTX" 8.94 "US" "XNAS"
"Meiwu Technology Company Ltd" "WNW" 2.18 "US" "XNAS"
"Invivo Therapeutics Holdings Corp." "NVIV" 0.5 "US" "XNAS"
"Kanzhun Ltd." "BZ" 36.9 "CA" NA
"Incyte Corp." "INCY" 73.2 "US" "XNAS"
"Jowell Global Ltd." "JWEL" 4.91 "CA" NA
"Loews Corp." "L" 60.8 "CA" NA
"Mueller Water Products, Inc." "MWA" 13.87 "US" "XNYS"
"Johnson Controls International Plc" "JCI" 79.27 "AU" NA
"Immuron Ltd." "IMRN" 2.63 "US" "XNAS"
"IQVIA Holdings, Inc." "IQV" 257.01 "US" "XNYS"
"KKR Real Estate Finance Trust, Inc." "KREF" 21.69 "US" "XNYS"
"Molecular Templates, Inc." "MTEM" 3.9 "US" "XNAS"
"Iridium Communications, Inc." "IRDM" 40.83 "US" "XNAS"
"Nokia Corp - ADR" "NOK" 6.09 "US" "XNYS"
"Marker Therapeutics, Inc." "MRKR" 0.86 "US" "XNAS"
"Ionis Pharmaceuticals, Inc." "IONS" 30.34 "US" "XNAS"
"Just Eat Takeaway.com NV" "GRUB" 9.94 "US" "XNAS"
"Mandiant, Inc." "MNDT" 16.42 "US" "XNAS"
"Koninklijke Philips NV" "PHG" 37.77 "AU" NA
"J.B. Hunt Transport Services, Inc." "JBHT" 200.08 "US" "XNAS"
"NICE Ltd. (Israel)" "NICE" 277.36 "US" "XNAS"
"Medical Properties Trust, Inc." "MPW" 23.24 "AU" NA
"Investors Bancorp, Inc. (New Jersey)" "ISBC" 17.09 "US" "XNAS"
"NantHealth, Inc." "NH" 0.97 "US" "XNAS"
"Microchip Technology, Inc." "MCHP" 81.9 "US" "XNAS"
"LiqTech International, Inc." "LIQT" 5.79 "US" "XNAS"
"Kirkland's, Inc." "KIRK" 15.75 "US" "XNAS"
"Leju Holdings Ltd." "LEJU" 0.85 "US" "XNYS"
"InspireMD, Inc." "NSPR" 2.94 "US" "XNAS"
"James Hardie Industries Plc" "JHX" 37.08 "AU" NA
"Nabriva Therapeutics Plc" "NBRV" 0.59 "US" "XNAS"
"Mastercard, Inc." "MA" 369.68 "CA" NA
"Marqeta Inc - Ordinary Shares - Class A" "MQ" 15.57 NA NA
"Merck & Co Inc" "MRK" 80.29 "US" "XNYS"
"Kilroy Realty Corp." "KRC" 71.03 "US" "XNYS"
"Innoviva, Inc." "INVA" 17.5 "US" "XNAS"
"Kohl's Corp." "KSS" 48.23 "AU" NA
"Merus NV" "MRUS" 29.13 "US" "XNAS"
"MediWound Ltd." "MDWD" 3.12 "US" "XNAS"
"Nexstar Media Group, Inc." "NXST" 155.4 "US" "XNAS"
"Liberty Global Plc" "LBTYB" 28.25 "US" "XNAS"
"NewAge, Inc." "NBEV" 1.02 "US" "XNAS"
"Laredo Petroleum, Inc." "LPI" 71.43 "AU" NA
"Lamb Weston Holdings, Inc." "LW" 70.24 "US" "XNYS"
"Neptune Wellness Solutions, Inc." "NEPT" 0.39 "CA" NA
"Lazard Ltd." "LAZ" 46.01 "US" "XNYS"
"Manchester United Plc" "MANU" 14.76 "US" "XNYS"
"Livent Corp." "LTHM" 23.81 "LN" NA
"NeuroPace Inc" "NPCE" 10.27 "US" "XNAS"
"Intercept Pharmaceuticals, Inc." "ICPT" 15.03 "US" "XNAS"
"ironSource Ltd." "IS" 6.89 NA NA
"Laboratory Corp. of America Holdings" "LH" 285.28 "US" "XNYS"
"LifeMD, Inc." "LFMD" 3.72 "US" "XNAS"
"Murphy Oil Corp." "MUR" 30.83 "LN" NA
"NLS Pharmaceutics Ltd." "NLSP" 1.24 "US" "XNAS"
"Moderna, Inc." "MRNA" 213.94 "US" "XNAS"
"Income Opportunity Realty Investors, Inc." "IOR" 12.52 "AU" NA
"Lantheus Holdings, Inc." "LNTH" 26.89 "US" "XNAS"
"IMAX Corp." "IMAX" 19 "US" "XNYS"
"Lee Enterprises, Inc." "LEE" 39.12 "US" "XNAS"
"Macerich Co." "MAC" 18.16 "LN" NA
"Kaleyra, Inc." "KLR" 8.8 "LN" NA
"Karyopharm Therapeutics, Inc." "KPTI" 7.07 "US" "XNAS"
"Kite Realty Group Trust" "KRG" 21.95 "US" "XNYS"
"NextPlay Technologies Inc" "NXTP" 0.71 "US" "XNAS"
"Newmont Corp." "NEM" 59.44 "CA" NA
"Kazia Therapeutics Ltd." "KZIA" 8.26 "US" "XNAS"
"International Seaways, Inc." "INSW" 15.22 "US" "XNYS"
"International Paper Co." "IP" 48.87 "CA" NA
"Intra-Cellular Therapies, Inc." "ITCI" 42.96 "US" "XNAS"
"News Corp." "NWSA" 22.49 "US" "XNAS"
"Millicom International Cellular SA" "TIGO" 29.04 "US" "XNAS"
"Nano-X Imaging Ltd." "NNOX" 12.97 "US" "XNAS"
"New York City REIT, Inc." "NYC" 10.92 "US" "XNYS"
"Jupai Holdings Ltd." "JP" 0.94 "CA" NA
"Masonite International Corp." "DOOR" 110.41 "US" "XNYS"
"MIND C.T.I. Ltd." "MNDO" 3.07 "US" "XNAS"
"Lattice Semiconductor Corp." "LSCC" 68.76 "US" "XNAS"
"Momentive Global Inc" "MNTV" 19.9 "US" "XNAS"
"Minerva Neurosciences, Inc." "NERV" 0.85 "US" "XNAS"
"New Gold, Inc." "NGD" 1.49 "CA" NA
"KemPharm, Inc." "KMPH" 8.64 "US" "XNAS"
"International Tower Hill Mines Ltd." "THM" 0.74 "CA" NA
"Nam Tai Property, Inc." "NTP" 11.08 "US" "XNYS"
"Lipocine, Inc." "LPCN" 1.04 "US" "XNAS"
"Marathon Oil Corp." "MRO" 18.25 "LN" NA
"LightPath Technologies, Inc." "LPTH" 2.36 "US" "XNAS"
"J.Jill, Inc." "JILL" 19.01 "US" "XNYS"
"Nautilus, Inc." "NLS" 5.95 "US" "XNYS"
"Infinity Pharmaceuticals, Inc." "INFI" 1.5 "US" "XNAS"
"Matador Resources Co." "MTDR" 41.23 "US" "XNYS"
"MFA Financial, Inc." "MFA" 4.62 "US" "XNYS"
"Kyndryl Holdings, Inc." "KD" 17.8 "US" "XNYS"
"Madison Square Garden Entertainment Corp - Ordinary Shares - Class A" "MSGE" 72.45 "US" "XNYS"
"Meta Platforms, Inc." "FB" 331.67 "US" "XNAS"
"Meta Materials, Inc." "MMAT" 2.44 "CA" NA
"Jazz Pharmaceuticals Plc" "JAZZ" 134.47 "US" "XNAS"
"National Grid Plc" "NGG" 71.59 "US" "XNYS"
"JFrog Ltd." "FROG" 28.08 "US" "XNAS"
"Innate Pharma SA" "IPHA" 4.53 "US" "XNAS"
"NexPoint Residential Trust, Inc." "NXRT" 79.14 "US" "XNYS"
"Melco Resorts & Entertainment Ltd." "MLCO" 9.71 "US" "XNAS"
"Immersion Corp." "IMMR" 5.33 "US" "XNAS"
"Micron Technology, Inc." "MU" 94.46 "US" "XNAS"
"Keurig Dr Pepper, Inc." "KDP" 37.31 "US" "XNAS"
"Johnson & Johnson" "JNJ" 173.97 "US" "XNYS"
"MGIC Investment Corp." "MTG" 15.61 "CA" NA
"Lions Gate Entertainment Corp." "LGF/A" 17.49 NA NA
"LendingClub Corp." "LC" 22.43 "US" "XNYS"
"Iron Mountain, Inc." "IRM" 46.78 "US" "XNYS"
"Nabors Industries Ltd." "NBR" 94.75 "CA" NA
"NextEra Energy, Inc." "NEE" 86.4 "CA" NA
"National Storage Affiliates Trust" "NSA" 64.31 "US" "XNYS"
"New Residential Investment Corp." "NRZ" 10.88 "US" "XNYS"
"Kinder Morgan, Inc." "KMI" 17.27 "CA" NA
"Liberty Broadband Corp." "LBRDK" 151.95 "US" "XNAS"
"IsoRay, Inc." "ISR" 0.38 "US" "XASE"
"iQIYI, Inc." "IQ" 4.43 "CA" NA
"Lamar Advertising Co." "LAMR" 116.35 "US" "XNAS"
"Liberty TripAdvisor Holdings, Inc." "LTRPA" 2.35 "US" "XNAS"
"Invitation Homes, Inc." "INVH" 42.92 "US" "XNYS"
"Mondelez International, Inc." "MDLZ" 67.55 "US" "XNAS"
"Innoviz Technologies Ltd." "INVZ" 5.22 "US" "XNAS"
"Lyft, Inc." "LYFT" 43.1 "US" "XNAS"
"Marathon Petroleum Corp." "MPC" 70.92 "CA" NA
"Lennar Corp." "LEN" 102.95 "CA" NA
"Mimecast Ltd." "MIME" 79.09 "US" "XNAS"
"Noah Holdings Ltd." "NOAH" 28.75 "US" "XNYS"
"Ituran Location & Control Ltd." "ITRN" 25.92 "US" "XNAS"
"MP Materials Corp." "MP" 45.52 "US" "XNYS"
"Lockheed Martin Corp." "LMT" 360.24 "US" "XNYS"
"Natural Health Trends Corp." "NHTC" 7.23 "US" "XNAS"
"Moleculin Biotech, Inc." "MBRX" 1.81 "US" "XNAS"
"MDU Resources Group, Inc." "MDU" 31.48 "US" "XNYS"
"Lexaria Bioscience Corp." "LEXX" 4.37 "US" "XNAS"
"Liberty Oilfield Services, Inc." "LBRT" 12.15 "US" "XNYS"
"LXP Industrial Trust" "LXP" 14.41 "US" "XNYS"
"Marsh & McLennan Cos., Inc." "MMC" 163.83 "LN" NA
"Kintara Therapeutics, Inc." "KTRA" 0.52 "US" "XNAS"
"Lannett Co., Inc." "LCI" 1.65 "US" "XNYS"
"Lincoln National Corp." "LNC" 73.07 "AU" NA
"Liberty Latin America Ltd." "LILAK" 11.55 "US" "XNAS"
"Kamada Ltd." "KMDA" 6.54 "US" "XNAS"
"MingZhu Logistics Holdings Ltd." "YGMZ" 1.68 "US" "XNAS"
"Invesco Ltd." "IVZ" 24.54 "AU" NA
"Imperial Oil Ltd." "IMO" 38.44 "LN" NA
"Indus Realty Trust, Inc." "INDT" 80.49 "US" "XNAS"
"Integra Resources Corp." "ITRG" 2.12 "US" "XASE"
"Lucid Group Inc" "LCID" 41.99 NA NA
"Marcus Corp." "MCS" 17.54 "LN" NA
"Illumina, Inc." "ILMN" 370.02 "US" "XNAS"
"Leap Therapeutics, Inc." "LPTX" 2.88 "US" "XNAS"
"MaxLinear, Inc." "MXL" 65.28 "CA" NA
"MicroVision, Inc." "MVIS" 4.28 "US" "XNAS"
"IRSA Propiedades Comerciales SA" "IRCP" 2.18 "US" "XNAS"
"Infinera Corp." "INFN" 9.07 "US" "XNAS"
"Newell Brands, Inc." "NWL" 23.14 "AU" NA
"McEwen Mining, Inc." "MUX" 0.9 "CA" NA
"NeoPhotonics Corp." "NPTN" 15.17 "US" "XNYS"
